puuid,region,league,summoner_name,matches,wins,kills,deaths,assists,losses,winrate,matches_month,kda,leaguePoints
p7i2M8fg9PBBGZEML16vd2bcEmn5m7DzQdF-n1DL3D_QF6ShqXvT9BxkU4FNZ7M_aK6rcVmjWAY7xw,euw,grandmaster,,1,1,5.0,7.0,9.0,0,1.0,1,2.0,
p8VhSXIeAG66OLbrvJ6lwCeO4i1Y02HIf0ymv8Isqd9bXBRdFzlkJtvuxdC6PbRIkqZP0EXtOgKYQA,euw,challenger,,1,1,7.0,5.0,9.0,0,1.0,1,3.2,
p8jWp6GOX31y421wWWY3j2tRywu82zsQx77Sav6lzch0w-uzqjb9Wg4IJx055G8MpA6hX9QQ7GUa5g,na,challenger,,1,1,11.0,8.0,5.0,0,1.0,1,2.0,
p9W4j3uVAoPs5GkHRXsTAdTSTy-husqcYvodQ9lyCquxNLa99oWDCYANKOe5jHYBLEFHb-CmWZ9z8A,na,master,,1,0,4.0,11.0,1.0,1,0.0,1,0.4545454545454545,
p9knLL-quOVpH4uPHrE8wB1-J4rqXxv_MtRWX8VI4SFBWh5iQNQ0BUTvuUYdnXlU0CyNBjx2c8waxQ,euw,grandmaster,,1,0,8.0,10.0,11.0,1,0.0,1,1.9,
pAOKA0xh1Bf0D9rqJWnLH1boX0aVVsFlTewpr4wV9LLDJjBW3SvpokiK3VFhaJmaHF-MpS5f8NCehA,na,master,,1,1,2.0,1.0,13.0,0,1.0,1,15.0,
pAT-m_9ymIRJmQ32AEcTL2R1f3JLh2XxxfGVQYix--pd_n8IgzRY9z78ak0XuRgwAd2MNQHK6jqWNw,euw,master,,2,1,2.5,9.0,8.0,1,0.5,2,1.1666666666666667,1488.0
pBTdGj9x8j5upxhS5T87C_1V_90w_iTC9m3o8eDoPBSdvZ--PDcRLiEGrnP28hiIY3j6Z1Z2PD3mKg,na,challenger,,1,1,12.0,8.0,24.0,0,1.0,1,4.5,
pBfl5R1wLoZlGvLv6-TE-2CYsMaf2GtnDA9l5L3AljaTK6wdlY0m98UNzY5Pu9AZdct8CM5vUKkXeA,na,challenger,,1,0,4.0,7.0,9.0,1,0.0,1,1.8571428571428568,
pCGtv5DXjPS3jqBPZLGI6q-VHvCRRd6SJlio_nE1BVQ7sBslibVFv7D7D2k8UBzVwqYzzcaik0dl_g,na,challenger,,2,1,5.5,3.5,3.5,1,0.5,2,2.571428571428572,
pCM6w3G2i7ANFsOSDpdxvNaC_mqAVb1QwzmfA_VBY1Eir7EJ3QimAl9Rh6sABeRooqcGwhJ9GPLesQ,euw,grandmaster,,1,0,1.0,9.0,5.0,1,0.0,1,0.6666666666666666,
pCgRI6yPonsazE3w6l-VSec3NUzbWjwMXw8FvvihJSgeRMRAJ4jhiql7Up-sVz-KOvMCCg5IbX9a-w,euw,grandmaster,,4,2,3.5,6.75,7.75,2,0.5,4,1.6666666666666667,
pCqogd4Qlw9coAFyUAmOWkwc0NvRVGghXcplrNvJOaPEslNeJoCc1AtYcpJFQmxsb_8YO7-glUUwnw,euw,grandmaster,,1,0,1.0,4.0,1.0,1,0.0,1,0.5,
pD5C5Qeq4t773YAdwCQffdyrCNnJEK7KLqgC2jiiHjQiQQFfsacvXkhufWQ-M3Aa6wwvERZ8emcyBA,na,grandmaster,,2,1,1.5,3.5,14.0,1,0.5,2,4.428571428571429,
pDDE7expGotM-20NttBMkUKPJeuPQAm2YEnVHZUFIeQ6Fs-2EIexOQfh-IwKnfBNz7iry6fnnjVIng,na,challenger,,13,9,8.461538461538462,4.615384615384615,4.384615384615385,4,0.6923076923076923,18,2.7833333333333337,1446.0
pDRCW9qBKIyFROraH1Oi0JP5uJ9cepLK5D7As_Xc49oCxK2ruZrcR2ELYc5IXaOl4WwA5qUGZHQ58w,euw,challenger,,1,1,10.0,8.0,12.0,0,1.0,1,2.75,
pDVsL7CKseAsuwARJZ1vwwzr-2deBCGZGoasD3rc4X2peEJbhmhUCVC59-OP7s6oYyhKf_lBB8rBHw,euw,challenger,,1,1,22.0,7.0,3.0,0,1.0,1,3.571428571428572,
pDm-7m-_F42oBSytI0VoDr25dzjAUkZlptoUMYcrvHr40Avbx1Dv6RuIyJ-4TPy9fka8Y7tH64lTnw,euw,master,,1,1,4.0,6.0,2.0,0,1.0,1,1.0,
pE-qaXcE8P1mEU_H-NjMkXFo8M6_8UNcVs9X6GGFGGydDvynoJ0hCl8eEV-ut3xvdhGJZeK4H1Eb0A,euw,challenger,,10,4,6.3,5.1,4.9,6,0.4,11,2.196078431372549,2903.0
pE54uvTa1vvELst9vTxAt14xKUV-nLkDCiU3qjJKjIEpdpihzWHyyVZz0hv3fnyXDEzg6uyvED5gHQ,na,challenger,,1,0,1.0,3.0,0.0,1,0.0,1,0.3333333333333333,
pE9EFIdTYkYBETci11qt8vFoHVQQDeMLdUWNp2RX819VXUqIGHww11Kulovvy1uGaGMIrhrxn9Vl-g,euw,challenger,,3,0,3.6666666666666665,8.666666666666666,4.0,3,0.0,4,0.8846153846153846,
pECNEdPX_7dV6dUGvc-WTrCG9_yO4RLQALLlGVgKeOsxjv0Lo-p0lIsq2gfatf1ENZ2Af48CeZRx7w,na,master,,3,1,1.6666666666666667,9.0,18.666666666666668,2,0.3333333333333333,3,2.2592592592592595,
pED5dr-FsdbsFeKoUBmjdf8Y5kMWme6871QqEVRtqmmmkjDFiRdcTXjEd9cHarjau9f2ZdU0tH9i-A,euw,master,,1,0,1.0,6.0,1.0,1,0.0,1,0.3333333333333333,
pEEM1hVB4-T2UUiKIX5VcBXr9lZxWQSJTw1oDXVZWY-ZOQBQ5Y-CwbIT_TKK31DA7l9iV3IISLPobQ,na,grandmaster,,1,1,15.0,10.0,11.0,0,1.0,1,2.6,
pFBjgX8k02n33vlYNSlj9dyZbOqOBAoBwvw3uHCs3Gz36_zm9491QoMmwjACnyegJMrIg6XrOIEz-w,euw,master,,1,0,7.0,7.0,6.0,1,0.0,1,1.8571428571428568,
pFoJG78Q7PqQy4Gd6uw1QTgt3F4F81EuvTpaxA5Sx2w_Y6j5ayvvo5mUV4zgqHmhiHLq2mdqGjluDQ,na,master,,1,1,19.0,11.0,22.0,0,1.0,1,3.727272727272727,
pFvjFw17zI4PJx-H9oF2lGrhxzXPUunn050hB7OCOu_yLx6hJIrt8Gnn2to3qb1WdZ260N_ta9ypGA,euw,challenger,,8,5,4.875,4.0,10.875,3,0.625,11,3.9375,2344.0
pGGat-93Z1UytswaxxDK6ngeKhEc6joyYlIxMT2lb6MnViJhzUi5CzKFGTsnTI17QnoHIRlZowu5Og,euw,master,,4,3,6.75,3.5,11.5,1,0.75,4,5.214285714285714,1582.0
pGJjRj9EfSgAOcVBKTt1OBT3jbFN82sekdIzyXmKYuWMxaJN41tuHnObtkQkBkYgmOtragTElhlosA,euw,challenger,,1,1,0.0,8.0,4.0,0,1.0,1,0.5,
pGkKiQVOB-dnt8lwtnzIVrG6Soky7w3Sntz738g-PVxu40K6HFg0nOPUZFcshDNf8PkmoWOwVVrtUw,euw,grandmaster,,2,1,6.0,6.5,5.0,1,0.5,2,1.6923076923076923,1960.0
pGqmZXHFrX4jUbwijg-0jUmPOPknocNNa4azdj4755c9_W6iy-YP0sXyUb4ecT0alZjPfJ554fYFJg,na,grandmaster,,1,1,5.0,6.0,21.0,0,1.0,1,4.333333333333333,
pGsoGxp__IVENx3w7d4Z2HhUpBPtYFA4UR8MmANNeeuawaQDt_tduxFfaUNBMQDmBUu_eMlnxdB-wA,euw,master,,1,0,3.0,5.0,9.0,1,0.0,1,2.4,
pH-V1bCDhB0HZcEstCxa-W0jv0JbpyDXu49IwwsifaVP3EQDOAA8PI7vE-Q-zaV0tYi0A_aflXL0Zw,na,challenger,,5,2,9.6,4.2,10.4,3,0.4,6,4.761904761904762,
pH2goDB0Y6STRHLAFPy7FVLBrz69EGeV5D1mYg11Kv5IRmLhJvxjt7-NaOu3QWTgy79fRQW-NjC24A,euw,master,,1,0,0.0,12.0,7.0,1,0.0,1,0.5833333333333334,
pHDJjgyBe_Lu-FymahbppdMjJbq93lnExsRnnpKy97TWiTDuSPB0bnNNIShRM3shCs1u85yOOE7KPg,na,master,,1,0,7.0,7.0,10.0,1,0.0,1,2.4285714285714284,
pHyHvVLRyO8aDvcr2OLHRJPqVxFJKHMpiEnzPD8GEdJRdY80Jqa_5eLBnoN9zm_tzgvulf5WCIJI3Q,euw,master,,1,1,6.0,11.0,28.0,0,1.0,1,3.090909090909091,
pHyi7jSnxfzDQD-CDhgnrH_goCENpVyBdeasXr8wONjzvnbp-7rW9T0fORMyTrOokj2Bj8dgvbKKpg,euw,grandmaster,,1,0,3.0,6.0,4.0,1,0.0,1,1.1666666666666667,
pI4RgmQObof8U8wlY-h-opyov84L2lmUyuB2_MZq05LhLVXvdW1OYi6J61SXWLlmJuOkJGmtIr64eQ,na,challenger,,1,1,21.0,2.0,10.0,0,1.0,1,15.5,
pIbqQqrfE15sQfV8310jMrwQyB2r3EYaL_BeFX-fSjAguCbnxsjI6Tntzqe5jZOao8Cnpjqnr6NppQ,na,master,,1,0,4.0,7.0,11.0,1,0.0,1,2.142857142857143,
pJ4v7oMfCR_NeRH1D-M5D_VPY1jvaxg5fXXxGMbOKNpTQQG0u097PmBRlmq7t9IP9tGfH-amm8qfAQ,euw,master,,1,1,0.0,3.0,8.0,0,1.0,1,2.6666666666666665,
pJArXtQLVVfe5BvhgXif3HWrEZmjEsM8N9WphPGo9f06ATsmu2bm9jDb1AvOjIJgURPGi25lrD2eYA,euw,challenger,,2,1,6.0,4.0,8.0,1,0.5,2,3.5,
pJFA8A0fsy3UBvWbgb1jfovDuGFuCQveNJlG944xnc78wc3LL4kAAtnB1E2TeMaAcU5z29Nnz1L_EA,na,master,,1,1,18.0,7.0,12.0,0,1.0,1,4.285714285714286,
pJT04sSKkI3FEyClrbJKamjypPKrf_P7JXPB5ObehccDHg8-X09oKldBqVE7c_SAsMt08FBc_s2g9w,na,grandmaster,,2,2,4.5,7.0,4.5,0,1.0,2,1.2857142857142858,
pJY3xGT_7vUHR0ZV4HA6MfQBwURg-9PymBVuuiJjC7jgL2SMFJGUTlU6gsyjfdwyUGvuBLn-eaPuRg,euw,challenger,,1,0,1.0,3.0,3.0,1,0.0,1,1.3333333333333333,
pJvVy3v1ky_bMnPTV01gZXNQKSysl3ki_bPUw7viNyZLXIRO5GTmUbYQ7Ma4bgp5Dfc9i8ppIZrTuw,euw,grandmaster,,1,0,15.0,10.0,4.0,1,0.0,1,1.9,
pK37H0w30TUki1eQ7OD3NX4NdFEY2V_SuaWnbOW7UG8cwv4zJqzu1hiwt36OYAAjS3tQhNsmUb0AuQ,na,grandmaster,,1,0,5.0,8.0,9.0,1,0.0,1,1.75,
pKDTHdSxZ2NWYI7IqYHmnlL6ablOUKXDTXTBVBo0m5EfkMFvtfyHkxSH8yTEbTtm73kK74EKmKMSjQ,na,master,,1,0,14.0,11.0,20.0,1,0.0,1,3.090909090909091,
pKGW3SEtAeeww-fX9Zp8HFYvvT5Wb6TXb5Aw2bOoBR_mx6ipor3f5r67-kuRxv7rCSsdIS-BZj0YPw,na,challenger,,22,15,8.5,4.590909090909091,6.045454545454546,7,0.6818181818181818,27,3.1683168316831685,1869.0
pKf1EogZAYAa21gJaJU-ADK4PG1EiCO_txnVsLMxvjpPkdSeVc6-IhX0TRbG6VzvdNpT_wRsU_IegQ,na,master,,1,1,9.0,4.0,8.0,0,1.0,1,4.25,
pLIgZ31lZ962KZjrSfHx32jankIm9jOwS2s3w_o5zOd_ELYXP1yE9-3HJuMjL5Mx5p3E-6TJ3kid2g,na,challenger,,3,1,6.333333333333333,5.333333333333333,8.333333333333334,2,0.3333333333333333,4,2.7500000000000004,
pLYDdsTBdaqq6BBDJsoxMcUC-AAh82DhCjf4Q1zSNGGVL7nPCkdyo8piQODC-WA5TBqAnPY2SjYltA,euw,grandmaster,,1,1,4.0,2.0,13.0,0,1.0,2,8.5,
pLn8a_ksJSqbCG5tHXzAbrfxoNYuaYA3xUUFFpE69BZHUHCnqaQQAdnsUnAm-z_qU31JcbITEvhJTA,na,grandmaster,,1,1,4.0,6.0,9.0,0,1.0,1,2.1666666666666665,
pLnaummzQIG31o6KxqUvMRuXd8eigmAduRDczwikUlAkXOQF6Jge-D06FeEHfR3hSV6pf8qFfu4d5g,na,challenger,,7,3,9.857142857142858,5.428571428571429,5.571428571428571,4,0.4285714285714285,10,2.8421052631578947,1135.0
pM9UXx6Vl19DOORM5yqy4dTMC3nzNJ4sZkAOejgRBmIobcaMhFbCD6e0TscvTQWsFVR1ooXtNxuFFw,na,grandmaster,,1,0,3.0,2.0,13.0,1,0.0,1,8.0,
pMnr2ih23HzDhUkkT2MkrlvvnJz1v-D3f43QYNy58wHpevdLe0abHbsGtCNlSIjY-tfhm0o7kePWuA,euw,grandmaster,,3,2,10.333333333333334,10.666666666666666,9.0,1,0.6666666666666666,3,1.8125,
pMqIK4cGkCUMHcX1sW5krKbydwTw8BeAW4O7VCebOgrBkZ9eSt1EZdJBQUOjn_CvX-T0gQz6SKXARg,euw,challenger,,14,9,7.714285714285714,4.714285714285714,7.285714285714286,5,0.6428571428571429,20,3.1818181818181817,2733.0
pMwroy9Ew6CpfcLgZBvgTAkJyCNauGXU8AmDN9oKWCIJFchqXdrQHUQ93o4mpfmoMiibYr0COn5L_g,euw,challenger,,4,0,3.25,5.25,6.5,4,0.0,4,1.8571428571428568,
pN5dZEHvAvj0ZYXoGIB0E0jJKfcFFZtUfbiCaddtEdgzgDLQ7lZy3hbHMEVRivTzgdZoTG9_9bTfVQ,na,challenger,,2,2,7.0,4.0,19.0,0,1.0,2,6.5,
pNauxjN8m6KZ7J2AvPfFfvSJ1ZpWCv4-BHziJKd4UDy5kS09dFyoCnlH4UBmI-FxOChftyPmy2PAdw,na,challenger,,3,2,5.333333333333333,3.333333333333333,9.666666666666666,1,0.6666666666666666,5,4.5,1149.0
pNlUEaBxEujqY7a8xQBu300glquO5xHKi467o0RIwDyiMVakPOMB1BoqKmP3q9_rO9WN4uNq-I248Q,na,grandmaster,,1,1,9.0,4.0,28.0,0,1.0,1,9.25,
pNuhukEYrIV0UP_ra2UOkqVXF_fyDTaoOvELMBjhL32vELcjGXc0IGq6FbUn0rFBT56mCFeNOMHnDA,euw,challenger,,12,5,4.166666666666667,5.416666666666667,7.916666666666667,7,0.4166666666666667,15,2.230769230769231,
pO2CnyaTLuyIHvm_JEb3A9HkUvmCuz2j4gzNwH3I4zEJIZxUpi7AAJyXa53UaSYoaZsu2sWuOfSu8g,na,grandmaster,,1,0,7.0,9.0,5.0,1,0.0,1,1.3333333333333333,
pO3q4qTEFWzzeCPN9Bx6E3SDOO1l2VyKwalNBQ3v4eb4ucFKpFLONGVK32xGiyf5EZ1mEGG6gpPnIA,na,master,,1,1,4.0,7.0,31.0,0,1.0,1,5.0,
pO8AiAM-hSFwq4EAfj7Shwv2iKscWQM46Rcf6BwyPSJAB5qGQqXsfpEGyhNdWTVmG7EPquK7H6LQ_w,euw,grandmaster,,2,2,7.5,3.5,8.5,0,1.0,2,4.571428571428571,
pONC-P_pORy6M0D3_2VnrnYNunE4RB7laVnI4fXt-WqTTtkpw82MhkxNlUooMmLKUkH1oipD5sc7kg,euw,challenger,,1,1,9.0,4.0,6.0,0,1.0,2,3.75,
pOOTlkToEXhoV61EIapJqyS5-IGV5uFkcnMGsuA87X0P791AGTvtoQB9IHM3anARoN8bmg9EW8lY9Q,na,grandmaster,,2,1,10.5,9.0,8.0,1,0.5,2,2.055555555555556,
pOcWcNOVWwK0HyUGE09u30S-L-RmE8zuOs7KBsitjwYfySLlIWz3h1o-8MsQm2UYjIkv5CI6Hh2hdQ,na,challenger,,2,0,15.0,9.0,6.0,2,0.0,2,2.333333333333333,
pPTxyk-O821acdBdifOSe0Dpy2LkD_-nNdEO5jVqt6XhJ_nxVtYNXMx4lf-jE3QxXsE3_MS9THhdJg,euw,grandmaster,,2,2,0.5,5.5,6.0,0,1.0,2,1.181818181818182,
pQ0AZ7IhUwt9lCLdvGf_lVxVmJF-IUMvzgiAxED_V_6rRHUGrtErnzKvbV4_7BCM12VjI1kC1QaFSw,euw,challenger,,1,1,6.0,4.0,23.0,0,1.0,1,7.25,
pQ2MQCeEbtl8AyqKoqSLVSgfdjJQ0civWPy9-RxKCzLaFoarGhE3ZBqc6WvFDre62OJuMmkhE1UPUg,na,challenger,,5,3,3.2,3.4,6.2,2,0.6,6,2.7647058823529416,
pQWih_yA74xn76iNlr6LfEInmLRbcoNNivC_K-GxfWIHjE9Bzl041Kka1aEh1UpsSFhusmqaHlT4RQ,na,challenger,,1,1,19.0,14.0,25.0,0,1.0,1,3.142857142857143,
pQZ_1_W7X92ZO2sZ7Z9lVNcsz6g__BaWuf1p8N1ZACuG8HsUaTFCjNfXHyQagZjutuOGg0I_3QB1pg,euw,master,,1,0,3.0,7.0,12.0,1,0.0,1,2.142857142857143,
pQrtSOPzaJ8lPsxlaHxd7BDySxI3CWGbCQC2EeS6YYCkWBEGlqelw0ieEb_8jeJ-cIT3kfxnFLNVcw,na,challenger,,2,2,5.0,7.5,18.0,0,1.0,2,3.066666666666667,1474.0
pR3KDmWrgSau6NJsQGlfiAmKjwb1iqd-ocZ2Tax4vvaDYBgWAlWCug4otxxwnX_v-hFJL2r3v4dVmA,na,grandmaster,,3,2,11.333333333333334,5.666666666666667,8.666666666666666,1,0.6666666666666666,3,3.5294117647058822,1143.0
pR8JRclzxbjNpvs2jBCGh7f89iiD0ZTSBMfvdhDXiUCh_JhtnuY5-ouN_xjRrmUiWkjfkx252qVMlA,euw,master,,1,0,0.0,8.0,4.0,1,0.0,1,0.5,
pREBgQOEImBTPVnQFE6OjGdtlAvBGBEBAcOMhiwdQsR3XooUYne0tsEYHIwnxUFNEclDR1fRFcne2A,euw,master,,1,1,7.0,9.0,17.0,0,1.0,1,2.6666666666666665,
pREKV4ZUYvHWcTDgtA0xK3n3RtgyuYd7aYtDJ1av-YZAdN05UqRzfj4vl_bC5n0saqgDDcBub6SIuA,na,master,,1,1,0.0,8.0,22.0,0,1.0,1,2.75,
pRm7wcs6Jj2_RQIc8i6oMGXGvq66lLVSQDt73Wj7BZEGrEhnC1Ag5BR4kZdhxb5BF8a3huKRglnaGg,euw,grandmaster,,1,1,5.0,5.0,10.0,0,1.0,1,3.0,
pRqs7h5R6cMEwtzwJ-CxX6CoMvTxuFYrdayas2fvS77DpJEUGXJCLE5gg314K5NZ7FXkzLvne3FBsg,na,master,,1,1,8.0,12.0,23.0,0,1.0,1,2.583333333333333,
pRsBXET1qhdMkY-PFj9r_5vD8svKGNQegi8dU9bsBi7c1ONsAccS911STNFJdREgeQbkQOSERzLa8w,na,grandmaster,,2,2,11.0,5.5,5.0,0,1.0,2,2.909090909090909,
pRsxLVt12KAn0uNUh_0egxN9IO0WzkrSO9bozIbwPUCuNqkaYgoGOE6s-pGUOCkkob9pTT4Hxt11rg,na,challenger,,2,1,15.0,8.5,17.5,1,0.5,2,3.823529411764706,1306.0
pShqBD6FP0AnnAUhd8MO0HatsjOa_py6Uu5tScsOY6baVV8Qx_1rO_aMxzAWxnn1DEIj_HsW8OFnrA,euw,master,,1,1,12.0,11.0,13.0,0,1.0,1,2.272727272727273,
pSnxHr9v_ufuf3oW2rjdp8CJ4T7yM3d_hsS0KzqQw085c77UZhX97njgG0u4gc7HhO64raXvHqhqkw,euw,master,,1,1,8.0,8.0,10.0,0,1.0,1,2.25,
pSohm5-MuG5SytT5sxTGylkExBA0Zk9vOl5PJORbRC5-I7tDLwgma_hkrY4iRX5_JnFGHFuCYq_DTA,euw,grandmaster,,1,0,6.0,12.0,4.0,1,0.0,1,0.8333333333333334,
pT2rV4SrNhOrExGWG5f4lwXX6e6ytxHGuENhMoKRUTkxcnkLHuWMxoyDmL2OY1j5Al1Jt8yd2wJy4A,na,master,,2,1,3.5,6.5,8.0,1,0.5,2,1.7692307692307692,
pTC92E5D68C5CxNxXrNBxT9-KZkzVv1zYyy1rMo0gGB9uQPSdnhyaJ2SzyYMfjE2RA3Q_GMEXmZMxQ,euw,grandmaster,,1,1,12.0,2.0,4.0,0,1.0,1,8.0,
pTTM6cIO7UElbBJXNsYspqfhgay_Xo6S09k6J7y-21HHJl91qJP737exLZJU0zJ-mq-KHw5g3s_GBg,na,challenger,,2,1,2.0,3.0,0.0,1,0.5,2,0.6666666666666666,
pTniRxEbV6gU7ISEe60_MoN654xr84k_F4CtRa0yiYvjc6WjFAgPZgB1Rt2nW6DflaWTzWtNar0UPw,euw,challenger,,1,0,1.0,9.0,0.0,1,0.0,1,0.1111111111111111,
pUMLa1SkboeG4NHIY0V14Lj-15RlX-3IWhXVtMW3jiZUQl0P2wMqxW-dapZ7sw7Yr9iAwNShQ11PiQ,na,grandmaster,,2,1,3.5,2.0,7.0,1,0.5,2,5.25,
pUgLT8QZyLY3qCOdVg7M3ghKGEkglGpaHeMBWW3c0gAnoYjhmbLkFBTzfZ_DciEbGEjwQzFtFkNltw,na,challenger,,14,5,5.5,6.357142857142857,3.642857142857143,9,0.3571428571428571,16,1.4382022471910112,1148.0
pUy4iWlli3K9RgPsvCIh1l0Xwx4t4Dzgi9-eMFeN1X7m22JTDYCVCyhwTm8wv3UNpnbe2fc6kUJ4dQ,na,grandmaster,,2,1,4.5,5.0,7.5,1,0.5,2,2.4,
pV34rWKX2O2mvB_XX7Tx3xuinqQlab4COAIr97prTPB174RgH2btHI-8txlbDES4_LuvBCU9vSZkFA,na,master,,2,1,4.5,8.0,7.5,1,0.5,2,1.5,
pVx4TFoqkrnZJDr1E-u2C8bJ5VeqTZl2wQypfhbMgGpSucj6YMuq7u8H2VX7f5YlOY_H5FePz-DRJw,na,master,,1,0,4.0,14.0,8.0,1,0.0,1,0.8571428571428571,
pW9UzDSmiXe28VoSjI52aPjG83PLshWXUiycBLlgkgFBaNtC1JewBLtvX7lx_8xEQmy5uyrvEtjtTw,na,master,,3,2,4.0,5.0,6.666666666666667,1,0.6666666666666666,3,2.1333333333333337,
pWUxjc_BUOt7Y5zkDVEMiDnD8Fv3hvhY9QGCAeX8FYog18C6kQV81XlDwmGVOiHSc7L4rEM3q9emcQ,na,master,,1,1,7.0,3.0,12.0,0,1.0,1,6.333333333333333,
pWWlX_KEJoEYnI4RRVKUQ64heXb1fWfbfIRdV2COjqASkGVIl5EBhNPAnrrSkw5VRGYXRfsIB6XqzA,na,grandmaster,,3,2,9.0,4.333333333333333,3.333333333333333,1,0.6666666666666666,3,2.8461538461538467,
pXLiDrFEpbj6eq8uOy26Mup1WQv8ea2Mu2PfwHiKmnapQxJqCAAChCshIuKIDguaWAOkNe_28exl4A,euw,master,,1,0,0.0,3.0,6.0,1,0.0,1,2.0,
pXxxHJnBsXeoRhIRLdomZ2mg1xnju4Jm54l_Sg7rp_yg7hRgYZ-8JjE85BOGbDPjfp-5fC2IMntszg,na,master,,1,0,5.0,6.0,8.0,1,0.0,1,2.1666666666666665,
pY3SwnP0-j7QiPOx96ENf_HiYaS_V7p7oxKVwkhZ9zRvzykkEaHa6w4UDnP4jMEUzHpHT2XECWQ2Sg,euw,grandmaster,,1,0,0.0,1.0,0.0,1,0.0,1,0.0,
pY9kpOKZL8B-kSe7zVd5khw2ZNSqnFif4pzg2SjaUcZCcKLQjd4bWFO-xj9bPcYFHTn-jV1XiFvU0A,na,master,,1,0,1.0,11.0,7.0,1,0.0,1,0.7272727272727273,
pYtVVVawWImcP7g7-RQ9U73_FPvmGMJu2ZCz2AJW5Bpl5utlneBfBzwjIH0z4yG7O9AU3_MO_7w8Qg,euw,master,,1,1,2.0,2.0,18.0,0,1.0,1,10.0,
pZZIq4faZo-LlPHj5KPoZseqMEboAX1Y0fU2zH0v9fCGaTXM3jEr3G_ywAzY2qDNZv6a9KOq6kK86A,na,master,,1,1,9.0,8.0,15.0,0,1.0,1,3.0,
p_DUUdgD7mf7zLSzZV8HtsbAIfNPDkf1E0JVtROz2qd_P5MSXZI06myu6gtNFdJmpLPLWqH8AU6ITw,euw,master,,2,2,11.0,3.0,4.5,0,1.0,2,5.166666666666667,
p_GEu6rylDQNtWjWoBUUSeSmVAerxa6GLi3RnLHRh0081SKfXboKdyr7MDyuAF8xheV5ulInEPeQag,euw,challenger,,3,2,4.666666666666667,3.333333333333333,5.666666666666667,1,0.6666666666666666,5,3.1,
p_JWB63Hn4lRAaU66DQSa52Po6Efhg8FwHwmGFB6AIiE_KBUTTKsEdATb1Jie5Z36NiS7Ej2prD7lA,euw,challenger,,16,7,3.9375,5.5,7.25,9,0.4375,16,2.034090909090909,2629.0
p_TfzN2nHy4HUsMvIpra8-Y5SRfiQUmBiy6YyJx3rvJs6kkg0rJ4VYfr8P5dSwE94lT2nraqrZn_QA,na,grandmaster,,2,2,0.5,6.5,17.5,0,1.0,2,2.769230769230769,
p_YxC2RBicAuYDM3jnULcr1mZKW48udIzW8_HVoIIcPZkx_8O37s0Y0z02s0eMLIVMHiG4A11RH3-A,na,grandmaster,,1,1,13.0,5.0,4.0,0,1.0,1,3.4,
p_ZCW7kvDh4lpzUrSgMSdRQ8TLkHGpJRj5g9z4LwFK-Ech_cNfKUqmgZHmIjvFdI_YZOxGn9FsLPjg,euw,master,,1,0,0.0,7.0,8.0,1,0.0,1,1.1428571428571428,
p_lmJx8aZrgsJPclPTIiSvlvGZzEMndeUC-ZEUNg3YnSN1mDUgiTYBfDQwTT-tN77IMRFhFtItreBg,na,grandmaster,,1,1,2.0,2.0,16.0,0,1.0,1,9.0,
pa4s744_JKCk0srtZezSnGUVt4fHNi633j5rjXeBfRE457RahKyhVIVgNFePKF1j7u0RG_g3vbHYiw,euw,grandmaster,,1,0,2.0,6.0,4.0,1,0.0,1,1.0,
paHRjat7QJxEsa5uOR93W1DcvOSN94Yx22HQkY_TXO_D19OCugzrCqsfVebCU8PrahPSJ1rvMaexZw,na,master,,1,0,0.0,3.0,1.0,1,0.0,1,0.3333333333333333,
pb6sp5T_OnxsJ1WTnQYqcUUMCAqTjvE-5q57Yv_5uwNaIKS10MKjn2_Ta05zafSXf0D1buBj5D_UrA,na,grandmaster,,2,1,0.0,4.5,11.5,1,0.5,2,2.555555555555556,
pbQRFwS3HNU8ONWV96cETWZiTmqa5SRoKXyxUeUEAgfBdM5qBLM6_xiKcDlMXhOPs_MoPyOrK69PeQ,euw,challenger,,13,7,8.692307692307692,5.923076923076923,7.538461538461538,6,0.5384615384615384,20,2.74025974025974,2317.0
pbS1zsf5XlOR5zvV9Ey5bnl10D8sTm2Qd_y2Ed0cwY63GhWn974I4ACCXVqcD6Sc-Z-kP9qZO3YWEg,euw,grandmaster,,1,0,4.0,7.0,1.0,1,0.0,1,0.7142857142857143,
pbWWa28_rB7wF1Xj5yMc_9_MZSn8qxwiloJD39Uh575-XFOLTwZk5sTDAjJd6HFARDJA_CuzpknREw,euw,master,,1,0,3.0,8.0,2.0,1,0.0,1,0.625,
pbXSe9uO-S1leUElWmjZmDVipBTRoSIQkv5W9dBUQ9OtGZRo6U9SIQMgAvtyQLmvg4LKczE_hwyCuQ,euw,grandmaster,,2,2,4.0,4.5,10.0,0,1.0,2,3.111111111111111,
pbaQoOtc-GXu1RF8zP23Z9N15vpM_ZVop6x_jVIXGL9R_heVf56AtXkxSNozZV7Kqtt05yQpPAkKpA,na,master,,1,0,1.0,7.0,24.0,1,0.0,1,3.571428571428572,
pbdwsZace5eKq-HmAdUpmNz5WGU1sCVPNOWUYga8Yo5_U0Rn2AXzRQr_X66dnFFvEDznfU9FXTmIHQ,na,challenger,,6,0,1.8333333333333333,3.6666666666666665,10.0,6,0.0,6,3.2272727272727275,
