puuid,region,league,summoner_name,matches,wins,kills,deaths,assists,losses,winrate,matches_month,kda,leaguePoints
-erqoqTA_iIZ8N-LL5PNxSa98tSdvvvg9gxKYzdp98d9P0UlML8ifUKlS82HrSq8VJAPUGvSwcadhw,na,master,,1,1,8.0,8.0,12.0,0,1.0,1,2.5,
-evMcvUByq4_a5BYMOmBOxXZ6kDo_no6yZCJaeljP3cu16hiOpP2EeH2rzahcQ8BEbsBWA4SLMYEpg,euw,grandmaster,,6,3,8.833333333333334,7.166666666666667,6.833333333333333,3,0.5,6,2.186046511627907,2191.0
-fE2n5Tj33vt6hCR7qVpixV4stnDYyCkgv2Zjt4B6vJ0_9qf6dC8lgBy_YefTpBLunOSvQB9b1aAIQ,na,grandmaster,,1,0,6.0,10.0,3.0,1,0.0,1,0.9,
-fGIjRT950yQJ-5EOOpviCiBAwSqtv7AWZYWKcVZg1BEjuECqs2SAU8AzrEIRW8I53mL9SMPBJUJFA,euw,grandmaster,,1,1,2.0,16.0,21.0,0,1.0,1,1.4375,
-fQekPoyJ4YH0h1fs2Xxucu6yUziFagFGZqczMcG_qD3q52JEL-0q-zg_103RmvkzgT3MKkozxY8og,euw,grandmaster,,2,2,8.0,6.0,5.0,0,1.0,2,2.1666666666666665,
-fn2u3hw9diHf3PXXk2yLRvSmExklf5uItZqyk3SYqtpdyhAO1M78ZnKxbqPq3k0qhzKht3e8G84TA,euw,master,,1,1,9.0,4.0,10.0,0,1.0,1,4.75,
-fz3mrhaBdOuMg7UwyCR1yc5wyLOGH1Qf1pvGZHJyW9NYJeOIeT1U8ZX8z10g_l8ddLPfpnk5D5Rig,na,grandmaster,,1,1,22.0,5.0,14.0,0,1.0,1,7.2,
-gN_3A65cnzeFNnMt0t3kBt64Mm482dyKYW2DPVloNFpAQ5rxO2xBgUlHTxm6T4qkVsv6816sPGc6A,euw,master,,1,1,5.0,5.0,7.0,0,1.0,1,2.4,
-govLzYQYvjIc4XQYua0fX9O7FgU5IZ8q0aeGMSsxaijaE7ePAkdzMwPDXn8_OZL3ubMjqOvXQ-rxA,na,master,,2,2,6.5,4.5,11.0,0,1.0,2,3.888888888888889,780.0
-h48cztPmUK932akbBKUMr0CjsJL9f8XLBXxeP2qBLqBnAiEWNOugV6ADFjcwPKV6JrmsaHhYruMpQ,euw,master,,1,1,13.0,2.0,5.0,0,1.0,1,9.0,
-hMUqauGmXwmMgZOQ_pAaaaUKa0pal0B2B1Z1A619AXk9IK05P43umtyf7m3jUjXcv2gt3TDujqSrw,na,challenger,,5,1,0.8,3.8,2.6,4,0.2,6,0.8947368421052633,
-iN1W5IK7N2BxFzvBDqBjbvdinyRRwbIm6nqefjj0GFeZAnJQiUmgP2aNShiUore_6qqx0AQ5X19kw,na,master,,1,1,2.0,4.0,7.0,0,1.0,1,2.25,
-igB1sHFrIEqOhh2Z5oIckwtJEIXbdiF51L2Ae8LrFpgNCOcbrXQ2TnCz1LpSXZOEaNPN4k5_t4pzw,na,grandmaster,,1,1,9.0,9.0,14.0,0,1.0,1,2.555555555555556,
-ij8qyxnkkClQFPLcAwrvq7RazapcH51q8KPeQ5OIfZaIfRu2Zn9N1VF8oWb_-DhQYGqjkfVzfATAQ,euw,challenger,,8,3,4.5,5.125,6.75,5,0.375,12,2.1951219512195124,1482.0
-ipSBmcCu_A_jE1Ww-SklwDJo_DJgxSATDVwGp-UBPoQmgAGhctpASc2iY0gR4IjJamJSzYQAxQjuQ,na,grandmaster,,1,0,0.0,5.0,4.0,1,0.0,1,0.8,
-j96aKkKGwOPkq2ZiXzwImnIw6hdChaWDxGQv9fKE0e2TMKZrhfOFZrmeQOe5splk5HrgwLibusttw,na,grandmaster,,2,1,6.5,8.5,6.5,1,0.5,2,1.5294117647058822,
-ji42pwlSKEC0O-wfEgIGm-_yHloho_Lfjw1UIrSJHQA6PrUoCFas6VWMAlzJdlmasgV9FLS1FlInA,euw,challenger,,9,2,3.888888888888889,6.333333333333333,8.88888888888889,7,0.2222222222222222,15,2.017543859649123,2144.0
-jr0aowiIWiB8QnbBIOB0_Kh-lvBB4KeSuteDUY1Oy2VJZRfHupC7ZOW_tV6J3OneNaWL0tngwp5aQ,euw,challenger,,7,3,4.714285714285714,4.142857142857143,8.571428571428571,4,0.4285714285714285,7,3.206896551724137,
-kVIHnFvFWPPN3I4KE874cpKF-HTo5hp2teRCY1yOrtoT8qyifizCYvAEXCwuG5wH18iLMwcOC5NYw,euw,challenger,,8,4,6.0,6.75,6.875,4,0.5,14,1.9074074074074077,1514.0
-kv1kfopHs3zG1STBrKLFl4XNA3-V4XidDlea1NhzhxNBXp3quCudTp98uCLgQdP3lvud3IaSr5X5Q,na,master,,2,0,5.5,7.5,9.5,2,0.0,2,2.0,
-l18r7wAmABFwdQXq47fFRFeWJQ2_DY203GxfvdOcHJUX_a2cV5hZ9h7cJpsHmnKFJhJFFIox_QzaQ,euw,master,,1,0,2.0,7.0,1.0,1,0.0,1,0.4285714285714285,
-lNgQ1CK_p7-kOyEpPvINj8zn2EUD_1xPwc47dTgAf1sUgUi9uPHbB1wvOWNRXl7wq7MOrXmtT4ksQ,na,challenger,,3,3,2.6666666666666665,5.0,8.666666666666666,0,1.0,4,2.2666666666666666,
-lVJvoeyhfpR_IFMhrure_jwu_OKfHh0XIhYhXR9OBCpW-oKlPz6ftyXZ1jzyt3A-Z5O-4n_vS_0pw,na,master,,1,0,11.0,10.0,11.0,1,0.0,1,2.2,
-lmAh1kiYEMsjt-b67kFBsb4P2dFE7-Cp5ifkkuMeH-gmQ4El1gwJgahZK8AX78flL7kY_xc0vtWrw,euw,challenger,,6,3,1.5,6.0,11.666666666666666,3,0.5,9,2.194444444444444,
-mH9m0Qw_bWZFW7XpReGxonxmNoizlbeqCZCXd70hVBL0Wqbrj5MXAo2UDryOjODirqUeDzlqv1HKw,euw,grandmaster,,1,0,4.0,9.0,13.0,1,0.0,1,1.8888888888888888,
-mMadcksAiWqJ_9Itc913Wb9SvJA1nGbEI0Nm2433_ZoXEyNCSknk5yws9Rsak3yzog37Sqylqirmg,na,master,,1,1,18.0,5.0,7.0,0,1.0,1,5.0,
-niOFZsR9WmPikj5xgWWncTrUpX-DuTrtipEPiG5iSIcBiFZ6cwuXKnrDegQfSbhTd_E8EPpjHJwNQ,euw,challenger,,6,2,6.5,7.833333333333333,6.833333333333333,4,0.3333333333333333,8,1.702127659574468,
-oJRNFhDajIW116hVsUI780Mjhms2Nio-vMXgYYrvOsJ1a72VV-qk7dCHTKv5mKjipMsbTHCP95okg,euw,master,,3,1,9.333333333333334,9.333333333333334,4.333333333333333,2,0.3333333333333333,3,1.4642857142857144,
-oY0eshFUxXqn2wXFldv0Dx3xrL2MoDOzIOeNraUgFuaP_F08iAQ4SsSQJMzIXxlVCx4aip_Nm9y4g,na,challenger,,1,0,1.0,9.0,10.0,1,0.0,1,1.2222222222222223,
-oprzxQKTUFCDnzCOGd4DO0B3Vs9aL-XascZEHr9tEty7Jw1MndcQYkQjSAIjc0bQLjFxj7_ObI_RQ,na,challenger,,2,1,6.5,8.5,6.5,1,0.5,2,1.5294117647058822,
-qMSB6cmQ6IR26l6AYlVSKb-9bqkC4k4jkUhaSA3R1JX-VTGSW5YSVWPDiU9SA6LOPJdaylOhuWXBQ,na,challenger,,1,0,10.0,6.0,9.0,1,0.0,1,3.1666666666666665,
-qSp1Iv94R5xKsk93Pu2BGvodQBTkJafVOh-eZhg86IVxFH8dwlAebgqiGegvglnZaQJtmHHorFDyQ,na,master,,1,1,9.0,5.0,26.0,0,1.0,1,7.0,
-r60VqsUmLmCceja_oYiFlY4gq89O3gkehaTZyPBeAeELuSR8zNh7UVYzoOhvFwOCipupcGpNXDBBA,euw,challenger,,1,0,13.0,8.0,3.0,1,0.0,2,2.0,
-rFizfK5I1QgKR6m_KW5hz-eUzffKbKI8ogKzxO7Daq_l6FAl59dM_32-Cg-7qOTYZ959l4K8_aGpA,na,challenger,,3,1,4.666666666666667,6.666666666666667,9.0,2,0.3333333333333333,3,2.0500000000000003,
-sEXmba_WeWcqG4QmlhK55fTehYOGqq-SRyWGilvwdnOSRfhAbuVqWLo_K-UDhCA0UYiP_QmfV-p4w,na,master,,1,1,3.0,12.0,10.0,0,1.0,1,1.0833333333333333,
-t6qf0aeuijrAPin_zr-Hvk6Gbv2PTbl3WtI2y6KJzy4alY-38W-U0dw9wVFV0eLYTZQPRGoCPRh9A,na,challenger,,16,7,2.8125,4.0625,5.3125,9,0.4375,24,2.0,
-tQ1b8uBaYXs9_qXLfDJYQ-NBl6HRInpEv2JyZ_Gvk5yj4KT7N-TZ5khgOwXD-mW2saTtSkv9bT9YA,na,grandmaster,,3,0,4.0,5.666666666666667,7.333333333333333,3,0.0,3,2.0,
-tacniS_9knuHATG-U-1jLKrUnDYEIKWxGGSyDDt-Ci31rAlTnkuLXr_6xxg_fFMEqqBFCStMerGCw,na,challenger,,3,1,4.0,4.333333333333333,6.666666666666667,2,0.3333333333333333,5,2.461538461538462,
-tpiVRQ64opSsm9tu738lx7vb7SgoYNZ70vQnY2gJjLIUlFDVHdcIvjnRSAKw0GjWf5jjVPRbuuKAw,na,challenger,,2,0,2.0,7.0,10.5,2,0.0,2,1.7857142857142858,
-uR_wGYU3BXZG1uVns5o7tkqD8LLkGrLYU_Gs5rbTk9Zq8VygGfBzb2-1JU_mPBK1hA3U63NpP4yKA,euw,master,,2,1,4.0,3.0,4.0,1,0.5,2,2.6666666666666665,1473.0
-uZ3_yeBPGD6yKHItlhJs8_RhMDKgr4dMG7k1MZiKUPZqzx6TCgEhizRVPfMdboFDARz8RBH6A2kbQ,na,master,,2,1,4.0,6.0,4.5,1,0.5,2,1.4166666666666667,
-uwMe9M-oFBQ2YhSX5gbSW1A6Ootx0VeFp_XsOEFqWrjR5zuUaKI20ColTGRIB_uPTgMiAwkT4envg,na,master,,1,1,23.0,9.0,15.0,0,1.0,1,4.222222222222222,
-v0qmnKT-UCBfrrXapyr73yTLAfo9sFgmf0vEbxHfCRZuvAYtWUW0ehnZ8xdFaKUitzWaBetsFFhQA,euw,challenger,,1,1,11.0,8.0,17.0,0,1.0,1,3.5,
-vRDWLoxiZZq352OG2NwR_fiUseAh-5DtXqz4tX-K6ZkwAzg1wmNmwEHQiBCt976bEYTezxrooRaNA,na,challenger,,27,13,6.037037037037037,5.407407407407407,7.851851851851852,14,0.4814814814814814,32,2.568493150684932,1789.0
-vTqtTCbwKOn0Mf7jVDoX2ZeSW8xaZ5Xxm7uk7R2kwudMXhcAGg1WBMdKPPmnzYaf1aKqyU-Pyt6iA,euw,master,,1,1,9.0,6.0,17.0,0,1.0,1,4.333333333333333,
-vU0UA61v1EXKtdjyJv2Kz6vsu2U2pQu2izUj5Mh2hNcb6aM5LOd4yckZK9zJtlqhWW3ufuP0Ausew,euw,challenger,,10,5,2.1,4.1,9.4,5,0.5,10,2.804878048780488,2646.0
-vtryDJSOkfITzs5cwl4b0q01pCRKMOe0HGrQ9vYpFjEaVTPjSZQi_luGZ784qdbWjufRshUkcTATg,euw,grandmaster,,2,2,8.5,4.5,16.5,0,1.0,3,5.555555555555555,2119.0
-wI-czNXZMr45Grxooto0lG47CGPAz-gZc0xj4XJFr0SIz5TDUAh6jivD8Lm7VW6Czqii3K5twr6GQ,euw,challenger,,4,4,5.25,5.5,14.0,0,1.0,4,3.5,1582.0
-wKKKrK80zj1CIf-DfcY9SASPdIXTp56uGnbwCzq8iIjZg5DnCvmOWmevrsXBVuGukEGHug_wIxcRA,euw,grandmaster,,3,2,7.333333333333333,4.0,5.0,1,0.6666666666666666,3,3.083333333333333,
-wrpE9NlktjVfUZsdbQZ85w7tUn-BmWo10qhqUMEQR2UlOLLyDa8W54yNuG2_5wK3DEHsfiJbZQHZg,euw,challenger,,1,0,4.0,7.0,8.0,1,0.0,1,1.7142857142857142,
-x5bvnU92TK2UrU2Qc6BNNki2cbUcPCCoFoXlMW6wE7ABY4zBHc26V1qaBhbmFXjUawej9E_y5ubvw,euw,challenger,,3,2,7.0,3.333333333333333,14.333333333333334,1,0.6666666666666666,3,6.4,
-xGD5kCsXgXki8GMweZtO22TrpTl5yTVRs7GEA9dPnOzzlkyCpBmmmuLjNLl7x5z525PrWwo8TGjzw,euw,challenger,,2,1,12.0,9.0,12.5,1,0.5,2,2.7222222222222223,2571.0
-xGHZHifJTYdUxLvjAiIvuj1-KHPiPX20xzg50C5tXkIyc1FBawfl6f6ehvdUYZuRTRCPUbG8QPzhg,na,grandmaster,,1,0,0.0,12.0,9.0,1,0.0,1,0.75,
-xoEHYtK1o-2uhZLOs6JGGkYyhFhT7XTdMEbfb9txHpmpq9Sfd5h7fkHoRTB4rUYgh79xftTU1giZQ,na,grandmaster,,2,2,10.0,7.0,14.5,0,1.0,2,3.5,
-yDeDZGN7ZaMuzRuscUdJoThqgGZWzf62ipct3tVYN94F6I0AsStlZQ2rReRqecb_gN8p0vIOSPBSg,euw,grandmaster,,4,3,7.75,3.75,13.0,1,0.75,5,5.533333333333333,
-yUfHUuXYnpISwyyHS2lZ552-ip5W4-ILw2PzL963kGSazRMs4RuKPvE3fb00PeO_fM_UZqcYZ63BQ,na,grandmaster,,1,1,32.0,7.0,11.0,0,1.0,1,6.142857142857143,
-yWx_pGIvrBwHSs0ebz9gt-7dxJeAZxV1XCAaHBpqo5c-fnUGNGoEQOX_1CP06bEHAL2LOkeu7hiPQ,na,challenger,,1,0,5.0,8.0,7.0,1,0.0,1,1.5,
-yY4tsL8vXdojKB7WbMGh58tcHjKWzFXYYYdrD0RRqWtKRhMgjqooBtnciTMFuq5x8cdkpPSGIHt-A,euw,grandmaster,,1,1,9.0,5.0,19.0,0,1.0,1,5.6,
-zTy47XLDAuRGzo6TIKhoLKdyxV3FrbmfqpJ_Wkj4UDDhCD2rss55NcJSD3TU-jOm1dCmTDcDa40TQ,na,master,,1,0,2.0,8.0,4.0,1,0.0,1,0.75,
0-M27TfYZC3wMn7XA6BrRwgJ3nisP8gXxbu8Z9zTnCfs5V9F49Vvn1JMF9F0MHuVy8Zp4VZcS3RlBw,na,master,,1,1,5.0,7.0,8.0,0,1.0,1,1.8571428571428568,
0-eqL5qNw-2aYbr2lUsXsldO3APex-yCS6nVMiayNJ2qU4b0MnTtDzHVjFyTi2WGobWx_F1t_WkQIw,euw,challenger,,4,3,3.75,4.0,13.75,1,0.75,4,4.375,
0-vqdt7CIGbSUJ81zr78yD6ebx1FnyCJXVtIN5K7fBHK6y_T3CyEkxnEryynLCS3HROpeS-JU4RLig,na,grandmaster,,1,1,4.0,7.0,4.0,0,1.0,1,1.1428571428571428,
00CpSDOljGr9coap2uqBvHsnCuQIxqsr5swnqtwUZqKaVbKzieGDTR7W9DuYK9ugq_R6OLPegDZ8tQ,euw,challenger,,13,2,3.769230769230769,5.615384615384615,5.6923076923076925,11,0.1538461538461538,16,1.6849315068493151,
00lKvh_NMynmpke0UDpFksXKVTC5unotjV0PjfeW8MGMrWHwOKFuTT2CDmbjTaHrNL-qBF8MOdZKoA,euw,grandmaster,,1,1,4.0,7.0,24.0,0,1.0,1,4.0,
00oejgewLvfLriREV-XPGuXpqXrCbG5fjnXDUPG1fmYAXz2Tj5SR3LsfjzEctHbNJTBfqr5zCniBUQ,na,challenger,,1,0,6.0,9.0,20.0,1,0.0,1,2.888888888888889,
00wL_P_JPCvm1wDS3EiYG0C8aFwJ7HLsNbB8ZiSIjjqME8OQ0_IyoHP7rRp5Be4ZAQt7oh0B5O4yaA,euw,challenger,,6,1,5.666666666666667,7.833333333333333,8.0,5,0.1666666666666666,7,1.74468085106383,
01890CDOj-IC858DnhrePmgKhYo_VigyN3qmaOeRANcPcLAmWrj2-0kxARDZNUa_feZt5ZhCLBXegw,euw,challenger,,3,3,6.333333333333333,5.0,16.333333333333332,0,1.0,3,4.533333333333333,2257.0
01wkUDkNTIQLzraiVPLxBegcDnWAaA4KoPMugLVDzE6gF_bivZd12dudPIfikd5XfS5lTy-kkmP5xQ,na,grandmaster,,2,1,7.5,8.5,12.0,1,0.5,2,2.294117647058824,
02MGn6XGsZXELESDmIxeI4PyPLMVJQTMUHHLM15yhwCMj1ZnVi8yVsfxVZTW8TFjRvu2RxjaAyeKGQ,na,challenger,,3,2,9.0,4.666666666666667,4.666666666666667,1,0.6666666666666666,3,2.928571428571429,
02Q1_YTE1ZX8O_eYjEFi3FD_mixIVLr0vAi60Cw2jtHvdOVhx_EKdqBZuGiymFEji_iAfx4odcFbbw,na,grandmaster,,2,1,1.0,2.5,10.0,1,0.5,2,4.4,1234.0
02eVlxMYnotcsWzIjPVstdNJvudYD5o4GDP-I5WCSR7y47f4jbFF50kf4Fznb-3j8zNmCYQEBSguTg,euw,grandmaster,,1,1,5.0,7.0,22.0,0,1.0,1,3.857142857142857,
038rnKyvEcbvZLh9LoqbnAm6D-_xESb6Np31o5voqsvQC9p9DQYRMnVQ0NRBh-2yvDp__1miyTNPZA,na,master,,1,1,1.0,10.0,16.0,0,1.0,1,1.7,
03G1V1XFOJ3AleRY2LW4R4wJjmsC-pRCKdx0yiMOzp9mW8I_jkp8soH7ulQPrRmIawX8pJ2iMtaUxw,na,challenger,,2,1,3.5,9.0,16.0,1,0.5,3,2.1666666666666665,
03TXKKqQUvlit_gFVAPFJoHISnHwS9CGt6d-h57sYzoGDbAYK3TWWLpPKXyZ21GT1qZl7mN_ePEpDQ,euw,master,,1,0,2.0,7.0,1.0,1,0.0,1,0.4285714285714285,
03sA_VAhm4eR-rL0LdBH0IQFKsY1lAO550AAZzinI0cpSgw8q0aK2ZTJzkUklixNElomtZCU2jFwMg,euw,challenger,,1,1,7.0,10.0,12.0,0,1.0,1,1.9,
04Nb4XyR9PH3H-9cmQ8U_aLlUK75-bzN4_bKPEj3VCeiX5RaQEzhqCyUoIJt9s0E9oPnodZrNcDzHQ,euw,challenger,,1,0,2.0,10.0,4.0,1,0.0,2,0.6,
0549L5VASvOjisd9ii2x5REipUwKAh7ebRIv-_7_KPTpcfy3WvEIvcybYeqZipUWilGOpsG_mmac_A,na,grandmaster,,1,0,12.0,9.0,8.0,1,0.0,1,2.2222222222222223,
05Jt3hzK8Wk-ZiWE8LiDg_BoY5O6-mQvnJP3ueIocgznm7MwwEzdgXGXFwxe3AxPvdzk28vmE45q3w,na,master,,1,0,6.0,6.0,8.0,1,0.0,1,2.333333333333333,
05anrGg7ZvrOQoLjAqySJKL-AOjHJM_Qlf-tHhiUPkEJ8t6-UPnDUpuiEFZtuqCfWHVIn8lSg21X3w,euw,grandmaster,,1,0,1.0,7.0,12.0,1,0.0,1,1.8571428571428568,
05quz1g3PYgdlPQJ2NEu5B_WMripHSVh1WMEC4TPMFcpVCVpMfaegbdbi4mx2BL9gL0MF5gnxhSfwQ,euw,grandmaster,,1,0,8.0,5.0,7.0,1,0.0,1,3.0,
07NtlW8n8TK4_fFa1dFngVWIswWs7XMjrx9wptqICTpPxGjg4If7Ym3VcD4tkZ8IkKb3pFv0_iIB9w,euw,master,,1,1,5.0,7.0,6.0,0,1.0,1,1.5714285714285714,
08FHv40xOXkeKGy-wnbLg-b8_mExHHfrfS9gJB3nWHzvMNwGKfqd0vr6tXNGsUm5jmPCJ9-ItBsl4g,euw,challenger,,8,2,9.0,4.0,4.5,6,0.25,13,3.375,2697.0
09B292fBHQUwcVkyz8uxZSVqqUECu3JhsI2WvgBqg1K06vMahXTBWrWYEqRpfu9WI3xpYdLYfHHcMA,na,grandmaster,,1,1,6.0,9.0,11.0,0,1.0,1,1.8888888888888888,
09gsxF6JPraJPF_GJ2DjTY25T00lilL22sJA6Jp6v8a9_f4GfbL8Ws7vu43BhuVolNmcB8p-eHBtbQ,euw,challenger,,1,0,16.0,8.0,10.0,1,0.0,1,3.25,
0APqebFjuXGWTOu4wWY9XMjUxb-_ucRchS3tpd-N11wLblvjKl0d4vWFs93c5FkOMcn0_hnXjJIUQQ,euw,master,,1,1,15.0,4.0,10.0,0,1.0,1,6.25,
0An02tRyECVPf88i1jgH89rnQc_D8RVB2Ik0kolF1044HypkafHKuLIBeGPBzgAFDxT2rKNBrUyb4w,euw,grandmaster,,1,0,1.0,5.0,1.0,1,0.0,2,0.4,
0B-OPIz-NkLjOfuhhub6UyXG98Z_hku3RT3kkk6xec3LSqLfsFTz6rXPb5wtWmNBzFPuEIexRLoPdw,euw,challenger,,1,1,13.0,4.0,11.0,0,1.0,1,6.0,
0BOe5okPZmTPOBdSwgipQc0QhGbql2A1fasXixqlpfkZKgk65ww09_JjF4rn1YIbTzX7YYh1NyVhgw,na,master,,1,1,4.0,2.0,2.0,0,1.0,1,3.0,
0BPt7as6J_Ms45BTZBwOaEUiVmhOBmigkKfgBg4ZXWqzzcjUGH_yF8irxcN0k-YpQWeTRKP7oxSTGA,na,challenger,,1,1,18.0,7.0,18.0,0,1.0,1,5.142857142857143,
0CCcmOs4E9Kf2vFWwOiRhW_Ndq73_fEViHuioVqol8ntGno9C3NrHecSCKfsiQ3jABFPxagrXi5qWw,na,grandmaster,,1,0,3.0,9.0,8.0,1,0.0,1,1.2222222222222223,
0CNqaw17vgiBk7Ni6aREU6uKxqYdimLFLcxV5zaUSHqRaw3dY852YEKE8yYnlza0Lzkng36gr2Xqmw,na,grandmaster,,1,1,12.0,4.0,6.0,0,1.0,1,4.5,
0CYuYuesS7XySUAYVjUp6VoT47cV_8N1_Ppp_ADYohFQGoUT4xC3DyPsJ4t5JrWzYwjKkOIwKtS3-g,na,challenger,,1,1,5.0,9.0,2.0,0,1.0,1,0.7777777777777778,
0Cl4DCYqmgXo3d7vK5oInOJmxEQiHEJwwJeODeDlYzGyKWvat0yEkuTRTx_NxkV9YpX9jQmL19lRrw,euw,master,,2,2,11.0,5.0,8.5,0,1.0,2,3.9,1540.0
0Co_tbn9kFNK9-HzDQZF0MEqa69t8mRSMmk8IDaBVCDecEgvYmCGmzU8WoKLgfnyIHBc-WQePcfldg,euw,master,,1,1,2.0,7.0,17.0,0,1.0,1,2.7142857142857144,
0DL_pqsg9L2EZTn1jR-I3Imb_XUPt_O8-msbe6QNNPT7KbKnLZ1ZUYIZV2dMGsGOhQCMj8FAEJeA6g,euw,grandmaster,,5,2,4.6,4.4,3.0,3,0.4,5,1.727272727272727,
0DLmXpMdO3rgobtG78KcOZE8FZcNPrxX8E5ZTsSwGCUPjU8WnWA1xpAIZb-ojBw82eC-9ADO0ONARg,euw,master,,1,0,9.0,8.0,11.0,1,0.0,1,2.5,
0DOY5-vzYQW95X4SFrsgt_E4dKvrbUpxCgxd09S2azLaI3BM7c8Tk74cutqBje7dqsAqIhdsRVnPlg,na,challenger,,1,1,14.0,6.0,7.0,0,1.0,1,3.5,
0DRu6zJuwmdNVa7exEwL8QbngH1jOl3A13rEPOBRdQTXk9WuwpDHH_9NPc94Q6HRDmVR4AIDXQCshQ,na,grandmaster,,1,1,12.0,0.0,18.0,0,1.0,1,30.0,
0DqjnFwcfzTYRMWPNqhtya4nqcVX-o2oH1kvNtLrVmVru469unqzmSncn_7t0NQlHHlRqf5xKJ1CaQ,euw,master,,1,0,5.0,5.0,1.0,1,0.0,1,1.2,
0E7HkaTCztLZ-IMCc8AAIMTjpLc2xKhOIGCiwZt9R8ZpSdin09TbFZQM7E3_q7PonZcLa99u9JFo5A,euw,grandmaster,,1,1,3.0,4.0,18.0,0,1.0,1,5.25,
0EAZnnHO4xxMX7VxUsE-mjKzjPGOeYIfd3i66nr2OTuUQD0ei2C60kYOceoQwblassT0Cjrm81Vpmg,euw,challenger,,5,1,8.2,9.0,5.8,4,0.2,5,1.5555555555555556,
0EXoSkcOsxaNrqlVgXHr4oDSaoHLQCMGHQKW17Xa19J_zH0CTSDdmVbDbNEMzotJmiwg3JwQ0jyKHA,na,grandmaster,,1,1,16.0,6.0,10.0,0,1.0,1,4.333333333333333,
0EsawE6hVD7zDwRuxnCKO52q7XEl9HalBARqCyi7NDBoVFDl__WNMbqsSdknJm0QmUMDSV3iuovsYw,na,challenger,,1,1,5.0,11.0,17.0,0,1.0,1,2.0,
0F-UmsYUS71Qr_y3V699ktIBSJgWBgzdDMKfUJMr2MJJbFDUh_KmXCsArfEFqdJkvIpE4bjScCSTFg,na,grandmaster,,3,1,4.0,6.0,8.333333333333334,2,0.3333333333333333,3,2.055555555555556,
0F06M7JFtztUo6tSG2b6AjgIgPmAmQtQrBatdpXcjHiwl64ZIyG28hlLG4VLZKdbbh1znImnooqz7Q,na,challenger,,1,0,3.0,8.0,10.0,1,0.0,2,1.625,
0F3iWBfDzLGXLGlNx9-V0zEGzmWwjWkM-x6Z9cEhR6AbbUSNr2WNCoke3Z-Yjjk0cCnNX_ZCCDrxiA,na,grandmaster,,1,0,14.0,13.0,8.0,1,0.0,2,1.6923076923076923,
0FOzK9foWazBhOi0cup_Aqm-jlH0Tnu9laxR9EvJX_-FNoZ-Jkko-HiMcftd-JUD54jVqyZSmoBxcA,na,master,,1,0,7.0,8.0,4.0,1,0.0,1,1.375,
0FQYYj0fdLmSdqtgpVd24DtIQtIe-tSlxNDoe_-xEj3OWd1q3uKP2yrbJ08r3zc_YYKvBB_L6PeVGQ,na,grandmaster,,2,2,9.5,9.0,17.5,0,1.0,2,3.0,
0F_5K4JKCZGjMaOXe3S4SHQcuw47VAtYBuBtb_3X9QbapYw1gmzJAbG77wnbwXuftnt2B7XFsv2apA,na,challenger,,6,4,6.0,4.833333333333333,7.333333333333333,2,0.6666666666666666,6,2.758620689655172,1262.0
0FzvY1TEwpBwt-muriHZx9cTDWt8HwGRe2QpOmp5eo2EiW-hCRC9ecwXPt0KHvKHf1dQcY1m_FnN-w,na,challenger,,1,0,0.0,8.0,10.0,1,0.0,1,1.25,
0GDBHripskGk6lmvJBeXlf2iigfrqNVZKXr3Gk9zKzQrFBvKc313GuwDsK1g2m7vw_r22Iciyzl42A,euw,grandmaster,,3,0,3.0,4.333333333333333,2.333333333333333,3,0.0,3,1.230769230769231,
0GUdUQdMN-qfkaJeTiSCjxZZeSd0qUZuhQ2sgWcjVTWUJPSxPOCzFUO7dxzzLY5JlzUZxgS1IayO1A,na,master,,3,1,5.333333333333333,3.6666666666666665,8.333333333333334,2,0.3333333333333333,3,3.727272727272728,
0GVVPZum3OBAJhe33jiNt2a_Vn3NVQ7QCnWRkG_lbppFUqzM_Oo1Efs4dW1Q7ZeHgg1dnqfwrt9e0A,euw,master,,1,0,15.0,6.0,6.0,1,0.0,1,3.5,
0GYhp0r5jDZbKeuSVuJfzVmmOLuC08cvDbfFsHBbIrcbQYOKCdWmJ5xDJYnDYRWTiD8iUo1laXkAcg,na,challenger,,2,0,2.5,7.0,4.5,2,0.0,2,1.0,
0GmowYLnPM8vFZ9_7Dpw1yjiuUrNPQGBdPGkyy4mo9SKkq-Fx8FF4FnE--yBJ5r1PukjZtYVgTeHuw,na,challenger,,1,1,11.0,8.0,10.0,0,1.0,1,2.625,
0Gny5fW4Mb3TXsCDuDqQbKIg_w9Mzki9wqCWyW4iDX21aR4DFDFhyVOxOF5yeBHz1AQMPbgWsBbvFQ,na,challenger,,1,0,5.0,7.0,10.0,1,0.0,1,2.142857142857143,
0H0Ym73oKiTREMUqfRGyarEBO9h0yl9Ar0-THbBdgHTk1FM_Q-VQTSVS1dEw3pRFNrqKDHnP8mw3yQ,na,master,,2,2,6.5,2.0,6.0,0,1.0,2,6.25,
0H3uEFkXDpvXQZPYiEd8mdLpXHsiuNot2-qrX-Ie7Gg-GnBbd9LOaXG6TssuU517jFplj7M3Ta16Mw,euw,master,,1,0,3.0,11.0,6.0,1,0.0,1,0.8181818181818182,
